district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
West Covina Unified,California Elementary,1125 Bainbridge West Covina CA 91790-4856,,,False,tested,West Covina,Los Angeles County,34.055122999999995,-117.946692,
West Covina Unified,Cameron Elementary,1225 East Cameron Avenue West Covina CA 91790-3858,,,False,tested,West Covina,Los Angeles County,34.061301,-117.920152,
West Covina Unified,Coronado High (Continuation),1500 East Francisquito Avenue West Covina CA 91791-3823,,,False,tested,West Covina,Los Angeles County,34.050264,-117.913785,
West Covina Unified,Edgewood Middle,1625 West Durness West Covina CA 91790-3337,,,False,tested,West Covina,Los Angeles County,34.060928999999994,-117.95212,
West Covina Unified,Hollencrest Middle,2101 East Merced Avenue West Covina CA 91791-3661,,,False,tested,West Covina,Los Angeles County,34.053852,-117.90101299999999,
West Covina Unified,Merced Elementary,1545 East Merced Avenue West Covina CA 91791-3555,,,False,tested,West Covina,Los Angeles County,34.053807,-117.91434199999999,
West Covina Unified,Merlinda Elementary,1120 South Valinda Avenue West Covina CA 91790-5361,,,False,tested,West Covina,Los Angeles County,34.055642999999996,-117.925394,
West Covina Unified,Monte Vista Elementary,1615 West Eldred Avenue West Covina CA 91790-1460,,,False,tested,West Covina,Los Angeles County,34.081691,-117.94018999999999,
West Covina Unified,Orangewood Elementary,1440 South Orange Avenue West Covina CA 91790-3406,,,False,tested,West Covina,Los Angeles County,34.061046999999995,-117.954734,
West Covina Unified,Rio Verde Academy,2226 East Rio Verde Drive West Covina CA 91791-2067,5.6,ppb,True,tested,West Covina,Los Angeles County,34.066592,-117.897696,5.6
West Covina Unified,San Jose Charter Academy,2021 West Alwood Street West Covina CA 91790-3259,,,False,tested,West Covina,Los Angeles County,34.061429,-117.959673,
West Covina Unified,Vine Elementary,1901 East Vine Avenue West Covina CA 91791-3248,,,False,tested,West Covina,Los Angeles County,34.057357,-117.905649,
West Covina Unified,Walnut Grove Intermediate,614 East Vine West Covina CA 91790-5103,,,False,tested,West Covina,Los Angeles County,34.05675,-117.932899,
West Covina Unified,Wescove Elementary,1010 West Vine Avenue West Covina CA 91791-4034,,,False,tested,West Covina,Los Angeles County,34.059869,-117.939627,
West Covina Unified,West Covina High,1609 East Cameron Avenue West Covina CA 91791-3108,,,False,tested,West Covina,Los Angeles County,34.061226,-117.911055,
