district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Los Angeles Unified,Alexander Fleming Middle,25425 Walnut Street Lomita CA 90717-2610,,,False,tested,Lomita,Los Angeles County,33.793161,-118.31193700000001,
LAUSD,ESHELMAN AVE. ELEMENTARY SCHOOL,"25902 ESHELMAN AVE, LOMITA,         CA 90717",,,,exempt,Lomita,Los Angeles County,33.787616,-118.31443,
Los Angeles Unified,Eshelman Avenue Elementary,25902 Eshelman Avenue Lomita CA 90717-3223,,,False,tested,Lomita,Los Angeles County,33.787616,-118.31443,
LAUSD,FLEMING MIDDLE SCHOOL,"25425 WALNUT ST, LOMITA,         CA 90717",,,,exempt,Lomita,Los Angeles County,33.793161,-118.31193700000001,
LAUSD,HARBOR CITY ELEMENTARY,"1508 W 254TH ST, HARBOR CITY,    CA 90710",,,,exempt,Lomita,Los Angeles County,33.793699,-118.30296200000001,
Los Angeles Unified,Harbor City Elementary,1508 West 254th Street Harbor City CA 90710-2717,,,,not tested,Lomita,Los Angeles County,33.793699,-118.30296200000001,
LAUSD,LOMITA MATH/SCIENCE MAGNET,"2211 W 247TH ST, LOMITA,         CA 90717",,,,exempt,Lomita,Los Angeles County,33.800762,-118.32171299999999,
Los Angeles Unified,Lomita Math/Science/Technology Magnet,2211 West 247th Street Lomita CA 90717-1503,6.3,ppb,True,tested,Lomita,Los Angeles County,33.800762,-118.32171299999999,6.3
LAUSD,NORMONT ELEMENTARY,"1001 W 253RD ST, HARBOR CITY,    CA 90710",,,,exempt,Lomita,Los Angeles County,33.794792,-118.292899,
Los Angeles Unified,Normont Elementary,1001 West 253rd Street Harbor City CA 90710-3003,,,,not tested,Lomita,Los Angeles County,33.794792,-118.292899,
