district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
LAUSD,54th Street Elementary,"5501 S.Eileen Ave, Los Angeles, CA 90043",,,,exempt,Covina,Los Angeles County,34.085153999999996,-117.910417,
Azusa Unified,Alice M. Ellington Elementary,5034 North Clydebank Covina CA 91722-1115,,,False,tested,Covina,Los Angeles County,34.103578999999996,-117.920529,
Charter Oak Unified,Badillo Elementary,1771 East Old Badillo Avenue Covina CA 91724-3126,,,False,tested,Covina,Los Angeles County,34.087474,-117.85430600000001,
Covina-Valley Unified,Barranca Elementary,727 South Barranca Avenue Covina CA 91723-3665,12.0,ppb,True,tested,Covina,Los Angeles County,34.086115,-117.881344,12.0
Covina-Valley Unified,Ben Lomond Elementary,621 East Covina Boulevard Covina CA 91722-2959,,,False,tested,Covina,Los Angeles County,34.099502,-117.87816299999999,
Charter Oak Unified,Cedargrove Elementary,1209 North Glendora Avenue Covina CA 91724-1506,5.2,ppb,True,tested,Covina,Los Angeles County,34.099711,-117.863902,5.2
Charter Oak Unified,Charter Oak High,1430 East Covina Boulevard Covina CA 91724-1651,,,False,tested,Covina,Los Angeles County,34.099415,-117.86268799999999,
Covina-Valley Unified,Covina High,463 South Hollenbeck Avenue Covina CA 91723-2955,,,False,tested,Covina,Los Angeles County,34.081477,-117.89903600000001,
Covina-Valley Unified,Cypress Elementary,351 West Cypress Avenue Covina CA 91723-1214,,,False,tested,Covina,Los Angeles County,34.096967,-117.89583400000001,
Covina-Valley Unified,Fairvalley High (Continuation),758 W Grondhal Covina CA 91722-2065,5.5,ppb,True,tested,Covina,Los Angeles County,34.101144,-117.904553,5.5
Los Angeles Unified,Fifty-Fourth Street Elementary,5501 South Eileen Avenue Los Angeles CA 90043-2255,5.1,ppb,True,tested,Covina,Los Angeles County,34.085153999999996,-117.910417,5.1
Azusa Unified,Gladstone High,1340 North Enid Covina CA 91722-1214,,,False,tested,Covina,Los Angeles County,34.091794,-117.914478,
Charter Oak Unified,Glen Oak Elementary,1000 North Sunflower Ave Covina CA 91724-2307,,,False,tested,Covina,Los Angeles County,34.098203999999996,-117.846271,
Covina-Valley Unified,Lark Ellen Elementary,4555 North Lark Ellen Avenue Covina CA 91722-3134,,,,not tested,Covina,Los Angeles County,34.094902000000005,-117.91666799999999,
Covina-Valley Unified,Las Palmas Middle,641 North Lark Ellen Avenue Covina CA 91722-3463,,,False,tested,Covina,Los Angeles County,34.090773,-117.916684,
Covina-Valley Unified,Merwin Elementary,16125 Cypress Covina CA 91722-2236,,,False,tested,Covina,Los Angeles County,34.095738,-117.90558300000001,
Covina-Valley Unified,Northview High,1016 West Cypress Avenue Covina CA 91722-3145,14.0,ppb,True,tested,Covina,Los Angeles County,34.094701,-117.90973400000001,14.0
Covina-Valley Unified,Sierra Vista Middle,777 East Puente Street Covina CA 91723-2826,,,False,tested,Covina,Los Angeles County,34.082567,-117.883518,
Private,Sonrise Christian,1220 East Ruddock Street Covina CA 91724,,,False,tested,Covina,Los Angeles County,34.089745,-117.86539199999999,
Charter Oak Unified,Stone Ridge Academy,1115 East Puente St Covina CA 91724,,,,not tested,Covina,Los Angeles County,34.083469,-117.86773000000001,
