district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude,maxResult
Galt Joint Union High,Estrellita Continuation High,12935 Marengo Road Galt CA 95632-1717,,,,not tested,Galt,Sacramento County,38.285666,-121.282555,
Galt Joint Union Elementary,Fairsite Preschool & School Readiness Center,902 Caroline Avenue Galt CA 95632,,,,not tested,Galt,Sacramento County,38.251103,-121.299499,
Galt Joint Union High,Galt High,145 North Lincoln Way Galt CA 95632-1720,,,,not tested,Galt,Sacramento County,38.256190999999994,-121.300221,
Galt Joint Union Elementary,Lake Canyon Elementary,800 Lake Canyon Avenue Galt CA 95632-8166,,,,not tested,Galt,Sacramento County,38.286325,-121.30159499999999,
Galt Joint Union High,Liberty Ranch High,12945 Marengo Road Galt CA 95632-8422,,,,not tested,Galt,Sacramento County,38.285247,-121.282544,
Galt Joint Union Elementary,Marengo Ranch Elementary,1000 Elk Hills Drive Galt CA 95632-3434,,,,not tested,Galt,Sacramento County,38.282265,-121.29064299999999,
Galt Joint Union Elementary,River Oaks Elementary,905 Vintage Oak Avenue Galt CA 95632-3076,,,,not tested,Galt,Sacramento County,38.274479,-121.29549899999999,
Galt Joint Union Elementary,Robert L. McCaffrey Middle,997 Park Terrace Drive Galt CA 95632-3766,,,,not tested,Galt,Sacramento County,38.283909,-121.28709099999999,
Galt Joint Union Elementary,Valley Oaks Elementary,21 C Street Galt CA 95632-1825,,,,not tested,Galt,Sacramento County,38.251556,-121.309178,
Galt Joint Union Elementary,Vernon E. Greer Elementary,248 West A Street Galt CA 95632-2449,,,,not tested,Galt,Sacramento County,38.254625,-121.31941100000002,
Washington Unified,Westfield Village Elementary,508 Poplar Street West Sacramento CA 95691-2555,,,False,tested,Galt,Sacramento County,38.260286,-121.30560200000001,
